chr	start	end
chr8	47446400	47446518
chr1	144477129	144477231
chr2	199805113	199805331
chr2	3735217	3736057
chr3	96548227	96548593
chr7	52528252	52528473
chr11	125546863	125546979
chr21	36468190	36469713
chr2	186119961	186120953
chr1	146706117	146706940
chr4	139494661	139494924
chr8	1447015	1447507
chr16	57638582	57639054
chr10	120512917	120513099
chr9	3273308	3273552
chr14	105702751	105703073
chr7	50507334	50507650
chr1	191295028	191295295
chr10	59371772	59381329
chr7	152182734	152183582
chr2	241512616	241513010
chr11	133163513	133163907
chr12	20970831	20971161
chr1	175188531	175188857
chr20	11980315	11980495
chr6	50619358	50620417
chr8	43017258	43017417
chr12	129803846	129804152
chr20	16665534	16665812
chr7	65430037	65430184
chr15	93519144	93519265
chr18	60377293	60378391
chr6	152829373	152829729
chr10	133001514	133002054
chr1	4969142	4969502
chr14	101329174	101329573
chr5	9882444	9883120
chr3	87737062	87737217
chr1	184886945	184887586
chr21	35394045	35394165
chr7	49441153	49441334
chr14	106387243	106387413
chr7	50296854	50297287
chr21	37288572	37289507
chr3	8633936	8634152
chr11	126295152	126295283
chr8	5396695	5396861
chr9	2625854	2626248
chr9	10870560	10871072
chr19	48496376	48496851
chr20	20553366	20553657
chr14	22731084	22731235
chrX	64437531	64437669
chr3	89807599	89808663
chr20	22021541	22021899
chr18	61735071	61735284
chr17	4233758	4234085
chr3	97949994	97950162
chr6	50359920	50360008
chr16	56838708	56839050
chr20	9443804	9443991
chr2	208307055	208307710
chr9	84035946	84036093
chr9	75062454	75063029
chr11	55777642	55778009
chrX	146453595	146454113
chr9	77074024	77074755
chr5	3361063	3361481
chr2	8042150	8044625
chr9	71109796	71110080
chr3	97919793	97920029
chrX	29713369	29713690
chr21	28395008	28395266
chr15	83332695	83333227
chr14	99602341	99602665
chr1	147322462	147322993
chr17	14167443	14167537
chr15	98180165	98181436
chr11	61952631	61956451
chrX	66742649	66742852
chr9	22135827	22136040
chr9	84498036	84498209
chr7	14146365	14147109
chr5	21198943	21199068
chr7	50357121	50357468
chr2	74043062	74043161
chr1	116904798	116905098
chr7	65634030	65634386
chr10	881294	890771
chr9	41796460	41800478
chr16	86769028	86769370
chr2	207005854	207006171
chr2	184946350	184946650
chr14	99115270	99116399
chr9	12933782	12934124
chr2	79551902	79552052
chr16	58419856	58420160
chr5	55900370	55900576
chr21	28134205	28134546
chr12	15727124	15727921
chr3	3776454	3776856
chr11	63172955	63173168
chr16	34253926	34254058
chr18	29049570	29049863
chr15	92234540	92236393
chr20	16025676	16026441
chr16	31254394	31254663
chr20	2899643	2900522
chr3	104227672	104227785
chr21	30105889	30106392
chr2	242575202	242575633
chr20	22634253	22634502
chrY	16631802	16632052
chr7	64010746	64013026
chr19	44611963	44612281
chr19	28194325	28199368
chr4	76922783	76923027
chr7	51800176	51800547
chr10	153714	153962
chr1	146501088	146501222
chr5	60279664	60280005
chr5	26133367	26133729
chr15	82583921	82584235
chr16	88889847	88889944
chr2	100588393	100588681
chr14	20914437	20914595
chr5	16266660	16267349
chr14	19122426	19122725
chr3	88738107	88738770
chr8	48007429	48010471
chr6	71906656	71906946
chr17	10805444	10805547
chr10	49426913	49427151
chr21	33715506	33715831
chr10	46742240	46742810
chr14	21424734	21424837
chr3	829286	829457
chr7	115650844	115651036
chr5	51721031	51721277
chr4	80528244	80528753
chr2	4948025	4948385
chr21	14782240	14782357
chr6	52132628	52132726
chr16	48949656	48949805
chr20	12737632	12738003
chr1	235984451	235984805
chr2	106744902	106745293
chr22	27030407	27030774
chr11	5776624	5776830
chr10	1417059	1417338
chr7	7141875	7142350
chr9	14840486	14840716
chr22	29680227	29680494
chr4	77764756	77765045
chr20	23349194	23349533
chr1	180286552	180286954
chr6	71752651	71753085
chr22	16060528	16060695
chr2	177205161	177206512
chr22	25173662	25173813
chr3	104108458	104108785
chr16	30524359	30524579
chr11	130346923	130347053
chr7	115474428	115481196
chr6	153575965	153576909
chr11	63047294	63048116
chr16	1861338	1862427
chr11	6277852	6278058
chr22	17789212	17790717
chr9	75293977	75294263
chr21	22418175	22419020
chr8	50298724	50299115
chr11	59801501	59801567
chr12	124084852	124085209
chr1	198345638	198345977
chr20	15522951	15523134
chr1	239434274	239434584
chr11	1862445	1862924
chr5	9133361	9133746
chr16	1936936	1937489
chr1	159320235	159320536
chr22	30375110	30375332
chr18	30107326	30107705
chr8	43113061	43113261
chr10	123364574	123365070
chr2	55446512	55446707
chr12	126447685	126447820
chr6	166574791	166575218
chr14	102645824	102646101
chr4	78364522	78364680
chr17	20922514	20922668
chr4	42700105	42700390
chr19	58875634	58875956
chr7	151706480	151706647
chr10	53308774	53308861
chr1	160159377	160159631
chr9	23353206	23353748
chr3	102623828	102624710
chr1	245726032	245726259
chr19	36118189	36118280
chr3	94634275	94634802
chr1	119891579	119892341
chr10	58560429	58560583
chr1	241589074	241589452
chr9	21574821	21575082
chr9	12282941	12284567
chr2	206996679	206996839
chr16	58573773	58574084
chr17	26335305	26335423
chr16	89557605	89558326
chr10	49881062	49882121
chr15	100568249	100568482
chr14	99119509	99119724
chr19	36073042	36073353
chr6	45466942	45467231
chr11	56805977	56806369
chr18	51633801	51634211
chr11	126761768	126765568
chr2	80077426	80077821
chr13	53290314	53291170
chr16	85154562	85154732
chr2	6791669	6791816
chr3	5865907	5865972
chr5	5341391	5342124
chr11	48654752	48654905
chr16	1553825	1554119
chr11	56896512	56896706
chr3	9797588	9798041
chr20	10085567	10085870
chr22	29983598	29983714
chr5	45950182	45950502
chr6	71775878	71776804
chr12	127987361	127987504
chr21	25330513	25330931
chr4	80362514	80362751
chr11	56127507	56129133
chr10	38208364	38208741
chr12	17787943	17788159
chr1	240933108	240933631
chr18	67862144	67862507
chr2	174250098	174250167
chr3	94238524	94239674
chr2	197600830	197601722
chr1	190571703	190575922
chr8	47804640	47804813
chr1	241415417	241415787
chr2	175306126	175306498
chr4	47825043	47825168
chr8	5193956	5194073
chr18	27095605	27096037
chr1	188237306	188238056
chr1	242532924	242533565
chr10	2053158	2053634
chr2	86280441	86280846
chr7	13826910	13827231
chr5	8325114	8325198
chr16	34676364	34676697
chr4	190478295	190478677
chr19	57826628	57826985
chr4	145514993	145515347
chr5	59507703	59508042
chr3	6829460	6829664
chr8	42867817	42868152
chr1	168946624	168947710
chr22	30327902	30328063
chr10	122985722	122986342
chr9	69859399	69859583
chr11	133744269	133744960
chr5	57093474	57094298
chr3	98378872	98379425
chr2	81014864	81015335
chr6	155056601	155056869
chr17	10042186	10042460
chr3	89395862	89396208
chr8	5580015	5580130
chr13	57134985	57135105
chr20	3965232	3965480
chr7	52066946	52067184
chr10	133332533	133332845
chr11	8033453	8033558
chr14	19098077	19099033
chr11	8631964	8632907
chr1	178285819	178286169
chr1	160413704	160413929
chr9	20262132	20262355
chr18	29669259	29669609
chr10	134796994	134797185
chr12	10256332	10256814
chr2	98761	98940
chr17	11152024	11152405
chr18	32495957	32496676
chr1	2894737	2895188
chr1	237606380	237606516
chr8	599741	599936
chr1	192217417	192217516
chr1	238416980	238417263
chr15	90254812	90255025
chr1	118724868	118725043
chr12	16194096	16194207
chr7	63955026	63955332
chr5	8520879	8521080
chr7	113884809	113885188
chr1	180549380	180549531
chr4	159926767	159927099
chr15	102423680	102423830
chr1	187511994	187512202
chr2	199121524	199122540
chr14	101749880	101751019
chr17	13286281	13286637
chr1	115996138	115996901
chr8	42688490	42689930
chr11	7423481	7424136
chr18	7835980	7836127
chr20	8623481	8623803
chr17	3607770	3607855
chr8	49941946	49942464
chr14	22919335	22919494
chr2	206982582	206982733
chr1	168336490	168336631
chr9	14430576	14430886
chr15	22086012	22086350
chr22	45281381	45281672
chr1	5773470	5773582
chr16	57368587	57368737
chr6	51845786	51846283
chr10	44320729	44320946
chr11	56552752	56552931
chr2	204898112	204904676
chr10	122250249	122250609
chr2	197515052	197515170
chr19	42082729	42084054
chr8	6013505	6014039
chr10	53473063	53478527
chr18	28731019	28731204
chr1	1742583	1742755
chr9	20329459	20329705
chr21	27033829	27034164
chr8	50525363	50526670
chrX	128028031	128031729
chr17	8785992	8787720
chr13	51235063	51235371
chr10	56148925	56149087
chr3	88185400	88185983
chr2	185771504	185777476
chr9	17641775	17641883
chr1	191943334	191944848
chr16	58161343	58161495
chr17	8555665	8556178
chr22	41153573	41153776
chr1	119825765	119826317
chr22	25325614	25326726
chr9	20015763	20016104
chr4	68351632	68351752
chr10	126630079	126630612
chr18	30600994	30601665
chr9	44227032	44228024
chr20	5565058	5565416
chr20	819424	819739
chr2	184997372	185002110
chr1	192822211	192822440
chr15	93598805	93598916
chr19	45038309	45038524
chr20	1217290	1217531
chr3	7858887	7859043
chr7	52268202	52268327
chr15	96805096	96805773
chr2	5348745	5349106
chr4	139007424	139007781
chr3	7214973	7215043
chr17	26258377	26258577
chr18	23932298	23932861
chr14	101417912	101419234
chr17	3363063	3363229
chr22	28835989	28836276
chr7	115839564	115839830
chr19	41666424	41666651
chr12	22630636	22630965
chr1	240821588	240822029
chr1	197446862	197447805
chr1	175969570	175970326
chr8	47395985	47396862
chr16	88077113	88078930
chr13	50453249	50453708
chr1	168472954	168473525
chr4	75105436	75106523
chr1	169426185	169426306
chr11	132275934	132279144
chr6	156415787	156415969
chr12	127767520	127768060
chr1	201506731	201507465
chr3	105742808	105742963
chr12	12907044	12907216
chr9	78584959	78585294
chr3	1673575	1673882
chr12	13758899	13759048
chr2	2599604	2600131
chr4	57582180	57582271
chr20	29921502	29926520
chr3	104015762	104015855
chr4	67552975	67553316
chr12	13228703	13229582
chr2	114287625	114287884
chrX	135926603	135926833
chr6	167466597	167466754
chr9	39544447	39544800
chr17	4913300	4915061
chr3	6148833	6148982
chr16	84829751	84829886
chr15	93968192	93972533
chr3	811343	811635
chr6	169657504	169658187
chr2	193463957	193464106
chr6	158779839	158780009
chr8	46890214	46890515
chr5	180155708	180156050
chr15	91259327	91259592
chr17	16726898	16727902
chr9	44163798	44164717
chr6	151098170	151098893
chr12	25632106	25633252
chr2	97254249	97254414
chr17	28586386	28586777
chr7	50277684	50277888
chr19	28593615	28593735
chr19	57337294	57339308
chr17	26797388	26797591
chr4	165286086	165286208
chr16	49081231	49081329
chr11	6043263	6043441
chr20	23231386	23231584
chr7	57657710	57657889
chr5	22813847	22814099
chr7	13866136	13866272
chr2	207757273	207761208
chr2	188770702	188771304
chr2	194804548	194804668
chr4	186641603	186643914
chr2	175639537	175639922
chr10	45166019	45166273
chr7	52486762	52487371
chr18	27647014	27654255
chr17	4662407	4662539
chr2	55996709	55996829
chr2	108440525	108441147
chr5	21928708	21928798
chr6	154434586	154435383
chr1	166117668	166117925
chr17	13568229	13568429
chr20	19526249	19526838
chr4	56186420	56186612
chr1	146595068	146595234
chr3	103828925	103829329
chr14	22575908	22576170
chr8	50685256	50685416
chr2	182922760	182923088
chr6	73811307	73811595
chr8	4122902	4123479
chr1	245630266	245630578
chr1	183524712	183524886
chr22	45222848	45223178
chr14	23137184	23137315
chr9	8528915	8529091
chr15	86700638	86700968
chr5	52481564	52483864
chr1	189236562	189236973
chr1	188474844	188475189
chr2	204916993	204917216
chr15	69584459	69584866
chr8	43001781	43001903
chr17	5543568	5544850
chr20	9875864	9877615
chr7	150257869	150258087
chr6	48542789	48543053
chr17	14963717	14964074
chr6	68981139	68981288
chr8	43707400	43707952
chr19	688253	688951
chr21	25779326	25779621
chr5	56552300	56553573
chr3	4478187	4478701
chr13	26485213	26485522
chr7	14572857	14573095
chr21	26644054	26644410
chr9	10248603	10249021
chr22	47390709	47390862
chr11	130513976	130514263
chr16	88133873	88135030
chr2	80887763	80887899
chr10	38384570	38384994
chr7	13793356	13795219
chr6	57922177	57924210
chr11	59811326	59811552
chr3	98794054	98794317
chr3	98256757	98257342
chr5	16825134	16825433
chr3	107299231	107299529
chr3	96758192	96758534
chr10	51260660	51260982
chr4	168420010	168420141
chr1	240200491	240201199
chr2	5347196	5347342
chr5	3274917	3275160
chr17	11657805	11658942
chr8	92699595	92711975
chr20	24533501	24535775
chr3	101111463	101111701
chr2	117203185	117203929
chr11	133972891	133973054
chr6	52171205	52171552
chr5	9865411	9865580
chr1	188517101	188518688
chr15	98360255	98360510
chr3	102169536	102169741
chr17	20306822	20306975
chr7	46282049	46282280
chr3	455817	456012
chr2	7665277	7666287
chr4	154890447	154890649
chr18	29882583	29882747
chr5	16613192	16614305
chr8	50277289	50279007
chr3	95658211	95658327
chrX	44319018	44319381
chrX	14508225	14510118
chr22	40261030	40261389
chr7	46460978	46461212
chr2	176360350	176360711
chr22	28733602	28733915
chr8	47235873	47236235
chr5	49669904	49670062
chr2	116185822	116186123
chr11	56988046	56988208
chr20	16966406	16966611
chr1	235673937	235674266
chr12	19974402	19974618
chr20	9315960	9316114
chr8	3184731	3185072
chr2	98980528	98981309
chr2	80713741	80713938
chr1	236295235	236295517
chr15	92924121	92924306
chr4	170132473	170133395
chr2	117280086	117280347
chr12	4080379	4080595
chr9	79280017	79280786
chr8	47476401	47476781
chr7	62014635	62015034
chr1	5232713	5233037
chr3	106812767	106812988
chr2	200307513	200307684
chr18	7642859	7644752
chr2	103946602	103947049
chr11	130956993	130957440
chr19	52048419	52050504
chr6	68918830	68919013
chr1	194389093	194389266
chr12	8117133	8117356
chr9	71816792	71817103
chr12	16168376	16168671
chr5	5488133	5488503
chr1	191807194	191810114
chr17	12054	12777
chr12	130610248	130610473
chr8	42539588	42544525
chr11	48519979	48520301
chr6	68908631	68909006
chr2	76235690	76236082
chr7	7527919	7528083
chr17	10242683	10242935
chr2	104275843	104276353
chr5	52123431	52123921
chr19	23246481	23247586
chr5	61841091	61841279
chr6	168337468	168337804
chr7	50031843	50032182
chr1	145064605	145064962
chr13	50637840	50638020
chr16	49419500	49419570
chr19	45589997	45590423
chr12	38013137	38013328
chr4	165605649	165605904
chr6	153868096	153868280
chr1	198425727	198425883
chr5	22273043	22273219
chr8	92787216	92787551
chr12	125974468	125974778
chr20	4645382	4645627
chrX	154917999	154918952
chr15	23863466	23863834
chr6	46340638	46341095
chr3	6699378	6701952
chr17	2780558	2780650
chr3	122364	122872
chr10	5097258	5097573
chr6	164610385	164611878
chr19	23584087	23584244
chr12	19380218	19380453
chr19	48306637	48306916
chr6	57636255	57636623
chr1	146701184	146701578
chr5	5623492	5623817
chr22	35463795	35464203
chr13	37847539	37847683
chr7	941149	941319
chr15	92042957	92043310
chr1	159048372	159049719
chr10	50542242	50542488
chr6	154369598	154369970
chrX	62868612	62868956
chr22	35579645	35580723
chr17	9100303	9100618
chr8	4286185	4286455
chr18	68062666	68069706
chr16	30504960	30505353
chr6	71658821	71659451
chr9	86185930	86186363
chr1	147517310	147518623
chr2	78210116	78210440
chr7	115859336	115860273
chr11	126185063	126185584
chr3	317218	318612
chr6	151081700	151082157
chr7	114155161	114155466
chr1	178642413	178642638
chr1	181508329	181508496
chr12	27794217	27794748
chr17	9265808	9265897
chr12	16607399	16611360
chr22	45241524	45241639
chr15	84817746	84817990
chr15	86078063	86078231
chr9	31296728	31296867
chr2	174124981	174125200
chr3	7878739	7878831
chr16	1360205	1360461
chr11	133272143	133272429
chr14	19463541	19463745
chr3	88035987	88036333
chr8	6094541	6094919
chr6	70741460	70745278
chr1	171141618	171141937
chr5	13508998	13509354
chr17	3746023	3746250
chr4	3094370	3094577
chr5	45667083	45674792
chrX	124767505	124767838
chr17	6502123	6503080
chrX	8096275	8097280
chr17	26566034	26566272
chr12	4950414	4950754
chr11	59344988	59345551
chr19	28307163	28307366
chr11	56396029	56396751
chr7	115553638	115553958
chr17	16108939	16109091
chr5	12535122	12535338
chr2	77483548	77483826
chr2	243075003	243075238
chr3	1493516	1493672
chr17	5402432	5404425
chr18	29301433	29302014
chr19	23523193	23524310
chr8	4356863	4357114
chr16	84730855	84731184
chr21	45843077	45843234
chrX	16857043	16857679
chr7	52515764	52516025
chr18	39916705	39916855
chr4	163848759	163849233
chr14	23144507	23144630
chr7	47612866	47613095
chr7	63033272	63033636
chr16	56814476	56814719
chr10	4167052	4167371
chr15	100603816	100604123
chr17	15371311	15371650
chr12	11683925	11684049
chr3	97134850	97135088
chr19	43133718	43134270
chr9	86831078	86831401
chr2	186732814	186733891
chr5	2159651	2160363
chr2	192227185	192227378
chr1	146990915	146991168
chr7	49206573	49206926
chr3	101532318	101533182
chr22	37385793	37385898
chr1	244754018	244754309
chr7	113793607	113793845
chr10	121595729	121596043
chr12	16912797	16915502
chr9	74887947	74888494
chr9	6576595	6576910
chr16	49147093	49147441
chr1	156358178	156358624
chr1	184898000	184898334
chrX	148877644	148877882
chr1	244565222	244565677
chr3	99485281	99485392
chr6	150372113	150372429
chr14	21118382	21118580
chr8	50578502	50579064
chr4	70953236	70953427
chr6	151348540	151348913
chr10	121412808	121413069
chr22	40038158	40038346
chr13	51683292	51683587
chr12	21958611	21959685
chr2	207886377	207886609
chr17	18746102	18746376
chr5	61018828	61019726
chr3	195816985	195817115
chr9	33649266	33649434
chr20	15617292	15617663
chr11	2626846	2627516
chr18	66466768	66466940
chr8	91910642	91910834
chr16	57231822	57232091
chr20	13162944	13163466
chr2	204132978	204133080
chr12	16329123	16329234
chr22	16076910	16077142
chr4	158088192	158089429
chr3	247451	250150
chr19	48391807	48392146
chr3	97049935	97051816
chr1	162102823	162103599
chr20	4649191	4650160
chr12	18669369	18669517
chr16	50922693	50922884
chr4	152203259	152203581
chr10	129242644	129242965
chr4	142514894	142515000
chr4	137683525	137683815
chr1	190637971	190638875
chr16	46452423	46457778
chr4	130872710	130872883
chr7	113795643	113795775
chr4	79039825	79039951
chr9	31782482	31782985
chr1	177475888	177476057
chr11	1285648	1289105
chr6	70089046	70089971
chr3	730411	730591
chr22	35428041	35428168
chr3	95567944	95568060
chr12	19002636	19002982
chr19	44461546	44462005
chr3	3954723	3955016
chr1	156286818	156287358
chr3	3539875	3540190
chr1	195702741	195703005
chr6	169481914	169482258
chr14	106578070	106578418
chr9	36523957	36525147
chr5	16152994	16153150
chr7	115037206	115038181
chr4	190263956	190264156
chr19	56280109	56280455
chr10	54737729	54737944
chr17	224209	224759
chr6	155384815	155384962
chr3	102444215	102446896
chr7	150177784	150177989
chr9	21545799	21546165
chr16	1942928	1943079
chr21	22449089	22449459
chr4	144189264	144189642
chr13	38625811	38628579
chr2	90477036	90477274
chr2	188544092	188544836
chr2	129222	129606
chr19	49192766	49193580
chr4	133718289	133718537
chr11	57746831	57747148
chr8	3270559	3270924
chr7	14956923	14957076
chr11	55964827	55965075
chr8	1158959	1159148
chr12	26997291	26997852
chr5	5772882	5773217
chr11	61237238	61237409
chr3	89597014	89597517
chr1	157077487	157077585
chr13	39061175	39073521
chr19	48073072	48073851
chr10	126253335	126254544
chr22	37740366	37740713
chr20	14149096	14149340
chr7	115625823	115626149
chr1	143530347	143531601
chr12	1312522	1312905
chr15	84405549	84405657
chr18	11777147	11777282
chr5	60354662	60355012
chr15	96687270	96687606
chr6	72659156	72659401
chr19	44474608	44474811
chr15	84688105	84688652
chr2	185575270	185575665
chr2	9082182	9082837
chr21	38735715	38736639
chr8	93142622	93142841
chr14	21091754	21091873
chr4	73027369	73027496
chr7	65496508	65496750
chr7	151924940	151925260
chr1	190802069	190802291
chr4	65708993	65709096
chr12	27739789	27739865
chr21	45511472	45511994
chr7	881498	881694
chr11	64272295	64272407
chr18	10954025	10954216
chr3	195329432	195330039
chr20	14870122	14870211
chr5	24360189	24361239
chr18	59263187	59263382
chr19	44983502	44983658
chr4	185678057	185678304
chr7	113791011	113791557
chr10	130080162	130080483
chr2	8617203	8617363
chr16	263149	263833
chr12	125557547	125558100
chr10	129498099	129498306
chr9	38793860	38794166
chr3	5087375	5087528
chr1	157552371	157552802
chr8	3295929	3298532
chr20	9614765	9615007
chr2	174826495	174826587
chr5	16439566	16439767
chr13	54040940	54041347
chr8	43088125	43088424
chr5	14409152	14409482
chr12	4618603	4618879
chrX	137273117	137273391
chr19	515918	516234
chr19	36219085	36219415
chr19	55755838	55756364
chr7	115966639	115966820
chr10	44246377	44246723
chr11	126566956	126567110
chr4	141964507	141964668
chr3	97016261	97016522
chr14	20746084	20746340
chr1	180305414	180305533
chr3	101376787	101376955
chr19	45694623	45694755
chr13	45669750	45669877
chr14	99597017	99597218
chr3	5150407	5150790
chr9	33547496	33552620
chr2	194806061	194806379
chr12	18500824	18500901
chr8	43324493	43324680
chr8	2446844	2447918
chr2	73670807	73671172
chr20	12577790	12578082
chr1	191636787	191636947
chr12	10124824	10124983
chr12	130329878	130330244
chr1	180248188	180256581
chrX	47625287	47625670
chr2	194731603	194732705
chr7	47227028	47228157
chrX	27326392	27327412
chr14	22190398	22191555
chr22	48260626	48260821
chr20	15726996	15727165
chr13	32686865	32687175
chr5	12598755	12598871
chr19	56264736	56265090
chr11	54770146	54770632
chr3	97390007	97390667
chr8	50728394	50728615
chr19	56374568	56374714
chr18	64535535	64535883
chr22	35541797	35542136
chr9	41553209	41553540
chr3	2961815	2961919
chr13	44246837	44247148
chr19	24257043	24257587
chr19	58008591	58008902
chr3	94040332	94040799
chr19	56780033	56780173
chr20	22508944	22509468
chr8	1289720	1289854
chr22	31398389	31398512
chr2	201954095	201954473
chr3	379430	379616
chr2	5827331	5830124
chr15	85835746	85836090
chr11	51500147	51500930
chr17	20185678	20187437
chr19	46038108	46038493
chr22	17273016	17273379
chr5	12329545	12329719
chr19	51918925	51919071
chr22	34119664	34120387
chr15	87782544	87782863
chr3	87855530	87855718
chr19	604478	604862
chr17	13343146	13343469
chr20	15117655	15117723
chr9	17516764	17516962
chr8	6148554	6149054
chr17	81183866	81183937
chr19	28765928	28766520
chr1	185333128	185333292
chr19	33542020	33542341
chr8	42560760	42561012
chr9	12767308	12767408
chr20	19327049	19327402
chr15	20256174	20261048
chr14	101823604	101823742
chr11	3668128	3668526
chr8	92893699	92893980
chr10	4594525	4597529
chr22	45247908	45248198
chr4	66676435	66676595
chr7	47662169	47662412
chr20	11604231	11605062
chr2	187878660	187879012
chr20	14649305	14649671
chrY	16714646	16714791
chr16	911968	912298
chr3	99447887	99448235
chr9	31604116	31604647
chr9	20773206	20773450
chr8	47529439	47529747
chr2	184015260	184025896
chr8	92290948	92291160
chr19	53294460	53294669
chr12	122459749	122459951
chr15	95164790	95165034
chr19	56392260	56393151
chr16	86182320	86182488
chr2	76807717	76808010
chr7	63823163	63823370
chr3	749691	750039
chr16	88088572	88088954
chr9	69508833	69508939
chr5	16807910	16808006
chr10	56188119	56188257
chr6	45895425	45897253
chr19	45690102	45691102
chr6	71783599	71783767
chr10	123165636	123165790
chr5	50482675	50482993
chr10	56922674	56923707
chr22	46005575	46005766
chr9	70650636	70650730
chr3	94523029	94523147
chr16	58558412	58558761
chr10	124995630	124995865
chr8	92251602	92251736
chr1	165185494	165185925
chr9	76505116	76505268
chr9	36626130	36626355
chr7	1148317	1148556
chr3	5793583	5793697
chr1	147499939	147500049
chr10	58629259	58629485
chr7	14856379	14857565
chr16	88173369	88173569
chr14	99246974	99247114
chr19	44418190	44418470
chr14	22522476	22522637
chr11	131330679	131330854
chr19	24114005	24114174
chr19	52624434	52625401
chr20	16656523	16657351
chrX	108844456	108844791
chr2	77715795	77715935
chr8	912627	913933
chr4	133302707	133302794
chr14	98224867	98224988
chr14	22771735	22772018
chrX	69205341	69213027
chr17	9020514	9020654
chr1	194009081	194009391
chr10	58628938	58630768
chr2	188258530	188258721
chr9	77273836	77274193
chr3	105685906	105700286
chr14	100159881	100160024
chr10	120619023	120619160
chr11	130927941	130928278
chr16	90254938	90256052
chr19	35153408	35153629
chr6	47817893	47818410
chr20	16604510	16604706
chr3	107364642	107364753
chr7	7202482	7202809
chr1	190969911	190971198
chr13	37005018	37005414
chr11	8957393	8957742
chr22	30058831	30058995
chr20	22603744	22604657
chr13	32308109	32308301
chr18	41593436	41593757
chr16	57526610	57526851
chr16	34354807	34355154
chr22	33761915	33762296
chr19	52430935	52431254
chr18	6431619	6431847
chr2	188610239	188610566
chr16	49332315	49332645
chr15	98053070	98053430
chr15	94425977	94426212
chr15	95290655	95290844
chr2	114298202	114298383
chr2	187927348	187927657
chr7	149775217	149775814
chr1	168676887	168677256
chr22	16367045	16367346
chr20	24612939	24613116
chr1	248839914	248840030
chrX	129904133	129904335
chr11	63318673	63318899
chrX	117453898	117454075
chr1	186105135	186105262
chr14	21043851	21044063
chr16	57611943	57612049
chr5	52226442	52236816
chr12	24339403	24350769
chr7	48345660	48345777
chrX	103460891	103461244
chr15	101139943	101140366
chr8	454668	455302
chr10	46784788	46784925
chr19	51153976	51154182
chr10	119917453	119917527
chr1	194690838	194691230
chr1	179207815	179209713
chr2	207773327	207773823
chr7	1329244	1329521
chr3	105799135	105799378
chr6	73627636	73627960
chr3	7695483	7695647
chr3	103623699	103623987
chr22	28772578	28778303
chr4	139253926	139254088
chr9	10373635	10374322
chr17	21339074	21339762
chr16	88247016	88247143
chr22	37013647	37013862
chr16	31019269	31019415
chr17	6740434	6741247
chr10	3642654	3642892
chr6	159956946	159957282
chrX	9670364	9670533
chr14	21724759	21725082
chr8	1796410	1796684
chr11	59373463	59373625
chr2	80199138	80199320
chr4	56356527	56356781
chr7	153610991	153611296
chr6	45383968	45384291
chr8	92626015	92626175
chr8	42712457	42713727
chr6	169926257	169926361
chr15	87145016	87145190
chr10	2356659	2357664
chr17	3433869	3434061
chr13	54332138	54332385
chr17	3946029	3946388
chr10	48734528	48739774
chr9	15257986	15258331
chr2	184666150	184666437
chr16	49313843	49314122
chr8	4622248	4622388
chr22	35209071	35209968
chr2	83456528	83457075
chr13	35751658	35751830
chr5	8154183	8154737
chr10	58602737	58603069
chr6	740678	741013
chr6	164615323	164615521
chr19	57511301	57511646
chr12	126664074	126664829
chr20	486787	486904
chr1	162850230	162850429
chr2	177863043	177863644
chr18	28998675	29000009
chr1	189278155	189287128
chr1	143759875	143760016
chr3	3836194	3836354
chr1	244088918	244089302
chr20	11774037	11774209
chr17	12913694	12914041
chr20	12393990	12394458
chr3	103617605	103617780
chr2	191220498	191220702
chr1	162920382	162921061
chr7	151482354	151482525
chr20	16340009	16350740
chr11	5057920	5058133
chr22	40259527	40259919
chr8	1471814	1471966
chr13	52047218	52047547
chr5	16646730	16646943
chr3	97547155	97547383
chr11	5031743	5032078
chr3	95396113	95396658
chr1	195733618	195734010
chr20	29453830	29454366
chr9	77049288	77049593
chr16	33845723	33846055
chr13	32572908	32573412
chr18	51708995	51709226
chr11	127411983	127418622
chr7	49751431	49751583
chr11	56054580	56055204
chr13	45424868	45425187
chr5	16857026	16857222
chr14	105930409	105930494
chr13	44377106	44377310
chr11	127367825	127367887
chr15	91037038	91037391
chr14	21310638	21310779
chr7	114435335	114435574
chr5	1801205	1802178
chr3	90160141	90160796
chr7	5917174	5917366
chr1	117417974	117418948
chr7	65420706	65421211
chr7	115032904	115033535
chr18	45956989	45957523
chr22	47749888	47750246
chr11	125198739	125199430
chr13	51474519	51474884
chr10	3574422	3575008
chr15	97777594	97777909
chr11	133672653	133672777
chr17	13153403	13153589
chr3	96905237	96905438
chr4	143618625	143618710
chr10	3874752	3874918
chr16	30531514	30531690
chr5	21218916	21219089
chr1	157035399	157035484
chr19	27808347	27808473
chr12	5489915	5491395
chr15	99666185	99666521
chr16	30448684	30448975
chr21	33375514	33375822
chr8	4744632	4744925
chr3	5279997	5280269
chr17	4243798	4243958
chr1	196001627	196001977
chr1	202838990	202839390
chr17	9617849	9618562
chr7	65367342	65367469
chr8	43069608	43070342
chr11	5079990	5085012
chr8	1067680	1067835
chr16	57171323	57171590
chr7	114670039	114670792
chr5	8303795	8304026
chr10	129696869	129696966
chr8	4288351	4288607
chr8	3524959	3525110
chr4	166853261	166853556
chr2	71711093	71711827
chr1	121335190	121336558
chr1	237389111	237389468
chr2	196050808	196051154
