chr	start	end
chr7_KI270809v1_alt	71547	71904
chr2_KI270769v1_alt	84540	84700
chr7_KI270806v1_alt	38705	39236
chr11_KI270826v1_alt	148519	148735
chr13_KI270842v1_alt	28281	28456
chr9_GL383542v1_alt	32783	33256
chr6_KB021644v2_alt	167476	167860
chr6_GL000252v2_alt	307210	307398
chr2_KI270773v1_alt	14738	15115
chr3_KI270782v1_alt	62728	62869
chr22_KI270739v1_random	44470	44701
chr3_KI270934v1_alt	85202	85637
chr1_GL383518v1_alt	40345	40562
chr5_KI270898v1_alt	119483	119669
chr22_KI270735v1_random	26325	26609
chr18_GL383568v1_alt	98291	98566
chr6_KI270798v1_alt	251868	254038
chr22_KI270733v1_random	33929	34163
chr8_KI270820v1_alt	11393	11935
chr1_KI270707v1_random	12870	14009
chr11_KI270826v1_alt	14057	14211
chr12_GL383552v1_alt	109367	109585
chr17_KI270860v1_alt	126548	127244
chr1_GL383518v1_alt	91398	91608
chr16_KI270855v1_alt	193740	194184
chr2_KI270893v1_alt	44322	44527
chr22_KI270876v1_alt	185068	185408
chr6_KB021644v2_alt	39631	42726
chr11_KI270903v1_alt	174818	175025
chr19_KI270932v1_alt	63415	63608
chr19_KI270884v1_alt	148744	149860
chr22_KI270876v1_alt	173622	173952
chr4_KI270787v1_alt	41434	41655
chr14_KI270724v1_random	30488	31175
chr11_KI270829v1_alt	123620	123792
chr17_KI270908v1_alt	1135482	1135678
chr4_GL000008v2_random	183426	183764
chr1_KI270708v1_random	89939	89996
chr1_KI270711v1_random	31025	31381
chr3_KI270937v1_alt	114751	114853
chr7_KI270807v1_alt	72692	73603
chr17_KI270909v1_alt	26183	29238
chr19_KI270914v1_alt	7003	7330
chr7_KI270899v1_alt	29322	30734
chr19_KI270916v1_alt	15119	15447
chr12_KI270836v1_alt	27082	29407
chr14_KI270723v1_random	9274	9669
chr5_KI270897v1_alt	289267	290023
chr2_KI270770v1_alt	63386	63744
chr14_KI270844v1_alt	98601	98901
chr17_KI270862v1_alt	227814	227924
chr8_KI270812v1_alt	72669	73041
chr15_KI270851v1_alt	224710	226785
chr11_KI270827v1_alt	22859	23139
chr19_KI270883v1_alt	127751	128853
chrM	12766	14048
chr19_KI270882v1_alt	201786	202001
chr19_KI270865v1_alt	48759	49032
chr14_KI270725v1_random	69329	69537
chr5_GL339449v2_alt	778178	778582
chr21_KI270874v1_alt	8913	8988
chr14_KI270845v1_alt	136233	136385
chr15_KI270906v1_alt	84349	89491
chr15_KI270906v1_alt	148454	148728
chr17_GL383565v1_alt	75297	75436
chr19_KI270917v1_alt	94842	96315
chr18_GL383571v1_alt	34897	35521
chr11_KI270827v1_alt	36395	37026
chr6_KI270801v1_alt	742500	742846
chr12_KI270834v1_alt	31136	33213
chr21_KI270873v1_alt	143167	143869
chr2_KI270771v1_alt	77872	78063
chr1_KI270761v1_alt	98748	98929
chr5_GL383532v1_alt	35762	36094
chr19_KI270887v1_alt	87351	87636
chr21_GL383579v2_alt	72442	72661
chr6_KI270799v1_alt	131445	131764
chr17_KI270907v1_alt	18263	18462
chr5_GL383531v1_alt	68135	68418
chr21_GL383578v2_alt	27178	27672
chr22_KI270736v1_random	23974	25044
chr22_KI270733v1_random	24755	25057
chr4_GL383527v1_alt	5814	6095
chr18_KI270911v1_alt	120163	120429
chr16_KI270854v1_alt	10644	10878
chr1_KI270712v1_random	92336	92477
chr12_KI270904v1_alt	364807	365536
chr9_KI270719v1_random	33630	34067
chr8_KI270815v1_alt	10747	11028
chr1_KI270709v1_random	43744	43951
chr19_GL949748v2_alt	1003500	1003681
chr4_GL383527v1_alt	117346	117575
chr11_KI270832v1_alt	100624	100936
chr19_GL383573v1_alt	383228	383495
chr9_GL383539v1_alt	48372	48621
chr18_GL383568v1_alt	29502	29861
chr19_KI270882v1_alt	158241	158438
chr1_KI270760v1_alt	36043	36142
chr11_KI270721v1_random	8334	16493
chr22_KI270877v1_alt	68674	68814
chr22_KI270928v1_alt	27714	28025
chrX_KI270913v1_alt	219130	219607
chr19_KI270865v1_alt	36682	37045
chr14_KI270845v1_alt	2698	2861
chr14_KI270845v1_alt	167295	167777
chr7_KI270809v1_alt	207407	207585
chr19_KI270885v1_alt	97234	97344
chr22_KI270878v1_alt	58407	58669
chr17_GL000258v2_alt	474081	475619
chr7_GL383534v2_alt	13741	14193
chr20_KI270870v1_alt	81308	81478
chr17_KI270909v1_alt	271022	271405
chr12_GL877875v1_alt	77579	77992
chr20_KI270871v1_alt	7406	7571
chr14_KI270725v1_random	147038	147247
chr5_KI270791v1_alt	47371	48251
chr9_GL383541v1_alt	112082	112417
chr22_KI270737v1_random	23403	23717
chr1_KI270707v1_random	21736	22673
chr11_KI270721v1_random	77271	77614
chr5_GL339449v2_alt	805677	806388
chr15_KI270727v1_random	55695	55795
chr22_KI270735v1_random	9461	9719
chr17_GL383563v3_alt	100923	101062
chr17_GL383564v2_alt	18091	19526
chr13_KI270842v1_alt	36076	36443
chr16_KI270728v1_random	639760	639954
chr11_KI270829v1_alt	185788	185991
chr11_KI270832v1_alt	78633	78992
chr5_KI270898v1_alt	84437	85703
chr5_KI270898v1_alt	85253	85450
chr5_KI270793v1_alt	16808	17286
chr5_KI270795v1_alt	7473	8127
chr8_KI270900v1_alt	314462	314769
chr17_KI270860v1_alt	9168	9761
chr19_GL383576v1_alt	163262	163617
chr3_KI270935v1_alt	1722	1998
chr19_KI270919v1_alt	43278	43535
chr19_GL949747v2_alt	326552	326686
chr14_GL000225v1_random	71640	71856
chr5_GL339449v2_alt	1590380	1594951
chr19_KI270868v1_alt	857	1162
chr2_KI270772v1_alt	34841	35184
chr21_KI270872v1_alt	78862	79062
chr17_JH159148v1_alt	84804	85009
chr19_KI270930v1_alt	174596	174970
chr4_KI270925v1_alt	131261	132842
chr2_KI270893v1_alt	49072	56511
chr22_KI270879v1_alt	148838	149953
chr17_KI270859v1_alt	42430	42962
chr2_KI270776v1_alt	19995	20324
chr12_GL383550v2_alt	73470	73679
chr11_KI270832v1_alt	200213	200535
chr10_GL383546v1_alt	182818	183170
chr19_KI270868v1_alt	40599	40815
chr9_KI270823v1_alt	100350	100553
chr20_GL383577v2_alt	5967	6554
chr3_KI270934v1_alt	33025	33190
chr5_KI270791v1_alt	178122	179618
chr15_KI270905v1_alt	814218	814586
chr6_KI270801v1_alt	15979	17854
chr19_GL949749v2_alt	1065499	1065657
chr12_KI270836v1_alt	28640	28979
chr17_KI270909v1_alt	16113	16235
chr11_KI270902v1_alt	52179	52865
chr22_KI270875v1_alt	28366	28499
chr2_KI270715v1_random	90067	90409
chr10_KI270825v1_alt	57868	58164
chr9_KI270719v1_random	166844	167245
chr4_KI270786v1_alt	185130	186397
chr19_KI270920v1_alt	148866	149247
chr11_KI270902v1_alt	32248	33571
chr22_KI270876v1_alt	149824	149972
chr1_KI270708v1_random	115641	116305
chr14_GL000009v2_random	201452	201602
chr3_KI270784v1_alt	75469	76169
chr13_KI270838v1_alt	79549	80823
chr4_KI270785v1_alt	49673	49990
chr12_GL383551v1_alt	48176	48383
chr9_KI270717v1_random	3182	4516
chr22_KI270877v1_alt	81583	81774
chr1_KI270710v1_random	29557	29783
chr5_GL949742v1_alt	95583	102066
chr9_KI270718v1_random	14149	14506
chr19_KI270921v1_alt	269469	269854
chr2_KI270769v1_alt	5669	6038
chr7_KI270805v1_alt	37230	37413
chr15_KI270905v1_alt	2880016	2880288
chr3_KI270936v1_alt	23960	24284
chr2_KI270775v1_alt	32103	39828
chr19_GL383575v2_alt	43293	43786
chr17_KI270730v1_random	50082	50268
chr7_KI270808v1_alt	241210	245465
chr9_GL383542v1_alt	18287	19159
chr5_KI270792v1_alt	2945	3191
chr14_KI270846v1_alt	980689	980813
chr17_KI270859v1_alt	84631	88640
chr1_GL383520v2_alt	231665	231738
chr2_KI270894v1_alt	123992	124256
chr20_KI270870v1_alt	140729	142053
chr3_KI270782v1_alt	150155	150406
chr7_KI270804v1_alt	113754	119731
chr17_KI270860v1_alt	132513	132618
chr15_KI270905v1_alt	3041908	3042146
chr9_KI270717v1_random	17874	22052
chr22_KI270875v1_alt	86821	87069
chr15_KI270906v1_alt	71625	71906
chr10_KI270825v1_alt	78946	79276
chr4_KI270788v1_alt	5713	5867
chr19_KI270933v1_alt	51331	55956
chr3_KI270777v1_alt	92120	92377
chr21_GL383581v2_alt	10392	10760
chr5_KI270791v1_alt	167198	167982
chr7_KI270809v1_alt	99897	100282
chr17_GL383563v3_alt	149232	149385
chr15_GL383554v1_alt	70107	70241
chr19_GL383575v2_alt	67121	67261
chr12_GL877876v1_alt	389349	389716
chr1_GL383518v1_alt	163162	163285
chr19_KI270916v1_alt	70989	71601
chr12_GL877876v1_alt	255449	255770
chr17_KI270730v1_random	17788	17949
chr11_KI270902v1_alt	67285	67497
chr4_GL383528v1_alt	22427	22739
chr3_KI270778v1_alt	106924	107115
chr18_KI270863v1_alt	48573	49151
chr17_KI270859v1_alt	40368	40616
chr12_KI270833v1_alt	6628	7404
chr5_KI270796v1_alt	33574	33748
chr5_KI270897v1_alt	1039312	1040342
chr7_GL383534v2_alt	41633	42966
chr6_GL000256v2_alt	1904272	1904797
chr19_KI270914v1_alt	181897	182509
chr22_KI270735v1_random	29710	30069
chr11_KI270903v1_alt	118985	120401
chr19_GL949752v1_alt	268993	269174
chr12_KI270834v1_alt	80500	80832
chr11_KI270831v1_alt	244360	244536
chr11_KI270826v1_alt	113954	114084
chr4_KI270790v1_alt	3055	3265
chr18_GL383570v1_alt	1055	1418
chr7_KI270805v1_alt	167901	169271
chr5_KI270796v1_alt	126845	127185
chr2_KI270772v1_alt	65369	65903
chr3_KI270778v1_alt	206653	206983
chr12_KI270836v1_alt	4310	4638
chr6_KI270802v1_alt	2553	2761
chr17_KI270857v1_alt	1033734	1034053
chr1_KI270712v1_random	119465	119821
chr19_KI270938v1_alt	893392	893787
chr2_KI270776v1_alt	126890	127128
chr4_GL383527v1_alt	156369	156477
chr17_JH159146v1_alt	66751	72254
chr3_KI270777v1_alt	31954	32146
chrM	8524	8669
chr13_KI270841v1_alt	87183	88321
chr22_KB663609v1_alt	41228	41483
chr19_KI270917v1_alt	81936	82442
chr6_KI270801v1_alt	133022	133609
chr19_GL949748v2_alt	726919	727399
chr19_KI270868v1_alt	51506	51862
chr18_GL383569v1_alt	109795	109921
chr2_KI270769v1_alt	65427	65654
chr8_KI270820v1_alt	9694	9918
chr5_GL383532v1_alt	57030	57473
chr21_GL383579v2_alt	97839	99415
chr7_KI270899v1_alt	150034	150337
chrX_KI270913v1_alt	143258	143569
chr10_KI270824v1_alt	45073	45236
chr14_KI270847v1_alt	77728	77859
chr22_KI270734v1_random	3007	3376
chr4_KI270788v1_alt	94591	95699
chr4_GL383527v1_alt	103234	103564
chr15_KI270848v1_alt	149154	149404
chr16_KI270855v1_alt	186978	187096
chr1_KI270766v1_alt	186985	187119
chr22_KI270734v1_random	103853	104041
chr2_GL383521v1_alt	40159	40411
chr22_KI270737v1_random	26583	26944
chr12_GL383550v2_alt	166861	167040
chr18_KI270912v1_alt	166630	170154
chr5_KI270792v1_alt	76304	76423
chr19_KI270914v1_alt	106094	106494
chr11_KI270831v1_alt	60071	60244
chr6_KI270798v1_alt	17757	18489
chr5_KI270897v1_alt	613133	613414
chr19_GL000209v2_alt	42537	42888
chr11_JH159136v1_alt	27174	27269
chr6_KI270800v1_alt	83065	83291
chr4_KI270788v1_alt	107271	107501
chr14_KI270724v1_random	14585	14717
chr12_KI270834v1_alt	55634	56632
chr13_KI270839v1_alt	66868	67132
chr13_KI270840v1_alt	1323	1830
chr19_KI270916v1_alt	119841	120203
chr2_GL582966v2_alt	52492	52688
chr20_KI270869v1_alt	62175	62274
chr19_GL949747v2_alt	274126	274371
chr8_KI270816v1_alt	116656	116797
chr17_KI270907v1_alt	26677	27529
chr18	9605787	9605970
chr3_KI270780v1_alt	202135	202477
chr21_GL383581v2_alt	97875	98043
chr19_KI270929v1_alt	91135	91419
chr11_KI270832v1_alt	112307	112887
chr2_KI270772v1_alt	66758	95256
chr15_KI270850v1_alt	47278	47713
chr1_KI270708v1_random	43377	44067
chrM	7684	8097
chr5_KI270794v1_alt	17061	17403
chr3_KI270777v1_alt	19570	19706
chr22_KI270739v1_random	33534	33708
chr21_GL383581v2_alt	23585	24138
chr2_KI270776v1_alt	94161	94313
chr5_KI270791v1_alt	20766	21062
chr2_KI270776v1_alt	102428	102969
chr11_KI270832v1_alt	154180	155263
chr21_GL383580v2_alt	39343	39675
chr21_GL383579v2_alt	195571	196230
chr12_KI270836v1_alt	26864	27265
chrY	25303233	25304255
chr15_KI270727v1_random	252166	252266
chr1_KI270762v1_alt	190373	190572
chr11_KI270826v1_alt	54428	54818
chr19_KI270918v1_alt	104294	104661
chr17_JH159147v1_alt	36966	37258
chr2_KI270771v1_alt	19502	19664
chr1_GL383520v2_alt	360765	361722
chr8_KI270822v1_alt	266251	266422
chr21_GL383579v2_alt	43334	43555
chr12_KI270833v1_alt	39145	39497
chr17_KI270858v1_alt	65240	65565
chr5_GL383530v1_alt	90736	90909
chr15_KI270905v1_alt	4813578	4813764
chr1_KI270760v1_alt	18599	18925
chr2_KI270770v1_alt	42697	46977
chr8_KI270900v1_alt	63790	64026
chr3_KI270780v1_alt	221796	222368
chr15_KI270849v1_alt	160347	160540
chr7_KI270804v1_alt	80323	80670
chr16_KI270728v1_random	1544873	1545971
chr3_KI270781v1_alt	102396	102789
chr9_GL383539v1_alt	97996	98388
chr21_KI270874v1_alt	123224	123638
chr19_KI270868v1_alt	30198	30562
chr7_GL383534v2_alt	16141	16242
chr12_GL383553v2_alt	65246	65544
chr1_KI270761v1_alt	42170	42522
chr12_KI270835v1_alt	136234	136416
chr19_KI270922v1_alt	127090	127207
chr19_GL949752v1_alt	701623	701733
chr15_KI270905v1_alt	1043929	1044719
chr6_KI270801v1_alt	739757	740076
chr16_KI270728v1_random	103700	103939
chr6_GL000251v2_alt	1337621	1337809
chr5_KI270793v1_alt	43172	43579
chr7_GL383534v2_alt	31383	31581
chr8_KI270818v1_alt	61644	61844
chr7_GL383534v2_alt	19344	24591
chr2_GL383522v1_alt	112285	112793
chr11_KI270902v1_alt	23200	23389
chr21_KI270874v1_alt	6681	7057
chr21_KI270874v1_alt	144074	144600
chr17_KI270910v1_alt	64013	64289
chr3_KI270778v1_alt	164472	164804
chr19_GL383574v1_alt	86598	86800
chr3_JH636055v2_alt	169363	169570
chr5_KI270793v1_alt	97898	98262
chr19_KI270938v1_alt	546994	547115
chr13_KI270841v1_alt	40443	40909
chr14_KI270724v1_random	24440	24644
chr12_GL383553v2_alt	104755	104869
chr17_KI270730v1_random	10160	10601
chr12_KI270837v1_alt	10274	11041
chrM	13507	13608
chr14_KI270845v1_alt	43216	43546
chr1_KI270707v1_random	754	1180
chr19_KI270933v1_alt	74597	74786
chr15_KI270852v1_alt	91310	91779
chr7_KI270803v1_alt	858683	858976
chr5_KI270898v1_alt	41468	41666
chr3_KI270779v1_alt	101023	103842
chr2_KI270770v1_alt	129783	129929
chr7_GL383534v2_alt	93131	93809
chr17_KI270729v1_random	207869	207994
chr4_GL383528v1_alt	362964	363914
chr8_KI270900v1_alt	197700	197855
chr14_KI270724v1_random	9469	10292
chr1_KI270764v1_alt	9126	11068
chr1_KI270761v1_alt	111924	112272
chr7_KI270807v1_alt	96040	96231
chr5_GL383530v1_alt	38493	40652
chr11_KI270830v1_alt	138212	138433
chr1_KI270712v1_random	144571	144725
chr7_GL383534v2_alt	70865	70926
chr7_KI270808v1_alt	148389	148700
chr8_KI270819v1_alt	60257	60515
chr17_GL000258v2_alt	1472475	1472762
chr1_GL383519v1_alt	49268	49602
chr8_KI270815v1_alt	17210	17492
chr14_KI270845v1_alt	72989	73369
chr22_KI270737v1_random	66950	67253
chr19_GL000209v2_alt	23902	24637
chr3_JH636055v2_alt	21068	22215
chr18_GL383571v1_alt	167039	167262
chr3_KI270779v1_alt	43725	43863
chr5_KI270792v1_alt	74439	78434
chr12_GL383553v2_alt	67088	67439
chr14_KI270846v1_alt	640907	641133
chr3_KI270779v1_alt	135746	137004
chr5_GL383530v1_alt	29289	29449
chrX_KI270881v1_alt	106464	106608
chr1_KI270892v1_alt	54395	54843
chr19_KI270888v1_alt	48651	48860
chr12_GL877875v1_alt	113959	114131
chr4_KI270787v1_alt	96004	96299
chr19_KI270915v1_alt	42425	42519
chr18_KI270863v1_alt	47356	47613
chrX_KI270913v1_alt	151568	151808
chr18_GL383570v1_alt	26558	26636
chr10	40250943	40251504
chr19_KI270915v1_alt	166974	167270
chr6_GL000253v2_alt	59465	59630
chr19_GL949752v1_alt	337625	338008
chr4_KI270790v1_alt	80865	81119
chr22_KI270733v1_random	121945	122305
chr17_GL000205v2_random	102803	103006
chr18_GL383572v1_alt	101407	101650
chr18_GL383572v1_alt	6836	7068
chr21_GL383578v2_alt	59787	60095
chr7_KI270804v1_alt	34048	34353
chr19_KI270929v1_alt	129845	130101
chr1_KI270763v1_alt	356213	356422
chr15_KI270906v1_alt	90339	91083
chr8_KI270810v1_alt	351031	351276
chr2_KI270776v1_alt	55726	56114
chr11_KI270826v1_alt	119347	119701
chr15_KI270852v1_alt	125181	125370
chr8_KI270813v1_alt	22033	22169
chr15_KI270850v1_alt	162548	162718
chr17_KI270861v1_alt	86369	88461
chr1_KI270713v1_random	14882	15002
chr22_KI270876v1_alt	166419	166594
chr9_GL383540v1_alt	35	1124
chr2_KI270768v1_alt	41993	42728
chr3_KI270777v1_alt	150711	150944
chr19_KI270931v1_alt	145948	146215
chr18_KI270912v1_alt	149254	149450
chr2_KI270773v1_alt	9203	9527
chr1_KI270763v1_alt	423827	424167
chr1_KI270713v1_random	32276	32407
chr17_KI270907v1_alt	43455	43572
chr16_KI270854v1_alt	114326	114696
chr17_KI270907v1_alt	18600	19627
chr17_GL000205v2_random	2889	3004
chr19_KI270866v1_alt	30514	30678
chr3_GL383526v1_alt	149201	149393
chr2_KI270767v1_alt	44511	45395
chr15_KI270849v1_alt	35558	38196
chr14_KI270847v1_alt	1271927	1272240
chr22_KI270876v1_alt	91229	91292
chr12_KI270836v1_alt	23188	23288
chr8_KI270820v1_alt	12363	12500
chr19_KI270889v1_alt	98859	100544
chr22_GL383583v2_alt	53232	54611
chr13_KI270843v1_alt	37338	37626
chr7_GL383534v2_alt	71685	74491
chr17_KI270860v1_alt	94625	94881
chr2_KI270771v1_alt	14434	14694
chr2_KI270769v1_alt	11072	11278
chr19_KI270923v1_alt	147764	148078
chr5_GL383532v1_alt	19854	20179
chr14_KI270725v1_random	83988	84212
chr5_KI270793v1_alt	56457	57528
chr17_KI270909v1_alt	215732	216092
chr18_KI270911v1_alt	144862	144974
chr4_KI270785v1_alt	35711	38953
chr14_KI270847v1_alt	705868	706014
chr17_GL383564v2_alt	22122	22489
chr19_KI270931v1_alt	164172	164459
chr5_KI270897v1_alt	929133	929437
chr19_KI270917v1_alt	101259	101374
chr10_KI270825v1_alt	42544	42740
chr16_KI270854v1_alt	90125	90302
chr2_KI270769v1_alt	101288	101421
chr19_GL949749v2_alt	935589	940170
chr6_KI270801v1_alt	434288	434506
chr11_KI270830v1_alt	115672	118759
chr19_GL383575v2_alt	60217	60595
chr7_KI270807v1_alt	15025	34775
chr15_KI270727v1_random	191462	204270
chrM	798	2146
chr15_KI270850v1_alt	136166	137059
chr17_KI270859v1_alt	103787	104078
chr7_KI270809v1_alt	167328	169560
chr22_KI270736v1_random	6690	8172
chr7_KI270809v1_alt	99399	99903
chr1_KI270708v1_random	96665	96841
chr5_KI270898v1_alt	20874	21035
chr2_GL383521v1_alt	59825	60604
chr20_KI270869v1_alt	118210	118583
chr11_KI270831v1_alt	203372	203713
chr17_KI270857v1_alt	1323790	1323979
chr22_KI270739v1_random	26224	26536
chr19_KI270889v1_alt	162242	162634
chr18_GL383569v1_alt	18360	18549
chr19_KI270917v1_alt	132574	132898
chr19_KI270888v1_alt	135483	135803
chr17_KI270907v1_alt	38312	38632
chr11_KI270831v1_alt	40347	40448
chr7_KI270806v1_alt	50094	50236
chr5_KI270795v1_alt	22878	23965
chr3_KI270782v1_alt	102577	103078
chr2_KI270771v1_alt	13838	14156
chr22_KI270878v1_alt	174606	174884
chr17_GL383563v3_alt	26017	27836
chr12_KI270837v1_alt	5126	7073
chr2_KI270716v1_random	63932	64419
chr11_KI270831v1_alt	246782	246935
chr14_KI270725v1_random	103508	103733
chr7_KI270806v1_alt	42710	42896
chr5_GL383532v1_alt	5272	6555
chr4_KI270787v1_alt	87642	88752
chr3_KI270784v1_alt	106802	106877
chr8_KI270813v1_alt	224558	225018
chr3_GL000221v1_random	94346	94514
chr8_KI270817v1_alt	50750	50812
chr18_KI270863v1_alt	122123	122223
chr17_KI270862v1_alt	54663	54909
chr3_KI270780v1_alt	184740	185059
chr21_KI270874v1_alt	65557	68718
chr1_KI270763v1_alt	614158	614364
chrY_KI270740v1_random	27389	27679
chr7_KI270804v1_alt	31319	31454
chr6_GL000256v2_alt	4925669	4926489
chr3_KI270781v1_alt	56965	57156
chr19_KI270921v1_alt	109586	109694
chr18_KI270863v1_alt	166460	166773
chr4_KI270896v1_alt	82380	84363
chr11_KI270831v1_alt	263038	263787
chr19_GL949751v2_alt	8584	8888
chr16_KI270856v1_alt	43899	44011
chr6_GL000252v2_alt	2404268	2404592
chr16_KI270855v1_alt	8946	9336
chr19_KI270929v1_alt	74772	113043
chr22_KI270735v1_random	36398	36585
chr12_KI270835v1_alt	125356	126699
chr2_KI270772v1_alt	107168	107290
chr17_KI270910v1_alt	32258	33126
chr19_KI270884v1_alt	53076	53330
chr1_KI270761v1_alt	144018	145222
chr19_KI270938v1_alt	852212	852313
chr2_KI270767v1_alt	64814	65075
chr3_KI270936v1_alt	55763	55978
chr8_KI270815v1_alt	41274	41644
chr21_KI270874v1_alt	26110	26248
chr22_GL383583v2_alt	37350	39038
chr9_GL383539v1_alt	113327	113623
chr21_KI270874v1_alt	100190	100966
chr1_KI270761v1_alt	80364	80573
chr7_KI270807v1_alt	64283	64417
chr19_KI270919v1_alt	60383	60720
chr2_GL383522v1_alt	102773	103516
chr8_KI270812v1_alt	271970	272722
chr6_KI270801v1_alt	110146	110467
chr6_GL000253v2_alt	823405	823778
chr15_KI270848v1_alt	234386	234773
chr19_KI270882v1_alt	212686	212814
chr12_KI270834v1_alt	65174	65455
chr22_KI270877v1_alt	60012	60682
chr2_KI270769v1_alt	82990	83377
chr2_KI270773v1_alt	35409	35551
chr15_KI270850v1_alt	92253	92608
chr19_KI270922v1_alt	152525	152862
chr8_KI270812v1_alt	140464	140615
chr12_KI270834v1_alt	106263	106836
chr19_GL383573v1_alt	119655	120083
chr8_KI270901v1_alt	20185	20307
chr2_GL582966v2_alt	24184	24604
chr4_GL383527v1_alt	4639	5443
chr15_KI270905v1_alt	3186219	3186437
chr2_KI270893v1_alt	88326	88538
chr14_KI270725v1_random	158854	159424
chr19_KI270922v1_alt	141429	141841
chr16_KI270855v1_alt	225301	225818
chr6_KI270802v1_alt	190	777
chr17_KI270859v1_alt	7334	7459
chr3_GL000221v1_random	118118	119034
chr16_KI270854v1_alt	72729	73073
chr22_KB663609v1_alt	70118	71219
chr21_GL383580v2_alt	56534	56644
chr19_KI270885v1_alt	68049	68321
chr5_KI270796v1_alt	140086	140260
chr12_KI270837v1_alt	15693	16656
chr19_KI270930v1_alt	113124	113247
chr16_KI270728v1_random	1496267	1497034
chr2_KI270770v1_alt	94764	95217
chr19_GL949752v1_alt	405409	406073
chr19_KI270920v1_alt	148471	148735
chr17_GL383565v1_alt	66390	66776
chr19_KI270891v1_alt	27159	27497
chr19_KI270867v1_alt	21506	21889
chr4_KI270925v1_alt	43574	43707
chr13_KI270843v1_alt	64055	64355
chr3_KI270783v1_alt	75845	96511
chr22_KI270876v1_alt	100204	100407
chr3_KI270780v1_alt	98490	98597
chr3_KI270780v1_alt	122520	122711
chr4_KI270786v1_alt	45148	45475
chr3_KI270936v1_alt	67535	67895
chr22_KI270738v1_random	70208	71234
chr5_GL000208v1_random	984	1200
chr18_KI270912v1_alt	147260	147397
chr5_KI270792v1_alt	96768	97855
chr8_KI270812v1_alt	113894	114092
chr19_KI270865v1_alt	25629	29665
chr12_GL383549v1_alt	16978	17042
chr14_KI270844v1_alt	1356	1919
chr1_KI270710v1_random	16761	18328
chr8_KI270812v1_alt	178184	178683
chr3_KI270781v1_alt	30617	32005
chr7_KI270804v1_alt	43186	43526
chr15_KI270850v1_alt	246251	246581
chr22_KI270739v1_random	19572	19864
chr4_KI270790v1_alt	176828	177427
chr19_KI270930v1_alt	198700	198918
chr4_KI270925v1_alt	158383	158492
chr17_KI270907v1_alt	112865	112977
chr17_GL000258v2_alt	164676	164840
chr1_KI270709v1_random	30967	31120
chr17_KI270907v1_alt	106687	106824
chr3_KI270924v1_alt	84377	84514
chr3_KI270924v1_alt	3367	3697
chr19_KI270884v1_alt	87168	87781
chr16_GL383557v1_alt	9265	9799
chr1_KI270892v1_alt	79407	79561
chr8_KI270815v1_alt	41551	41660
chr17_KI270729v1_random	255067	255186
chr8_KI270820v1_alt	23194	23921
chr19_KI270867v1_alt	210801	211500
chr8_KI270812v1_alt	161512	161673
chr4_KI270925v1_alt	389342	389488
chr16_KI270856v1_alt	7717	8435
chr15_KI270850v1_alt	350042	350198
chr3_KI270934v1_alt	96388	96698
chr15_KI270851v1_alt	34263	34928
chr2_GL582966v2_alt	79244	79436
chr1_KI270712v1_random	148943	149132
chr14_KI270845v1_alt	172628	173170
chr18_GL383572v1_alt	108597	109177
chr6_KB021644v2_alt	9597	9897
chr2_KI270767v1_alt	69715	69845
chr2_KI270769v1_alt	55211	55515
chr13_KI270843v1_alt	17570	17711
chr22_KB663609v1_alt	12208	15187
chr13_KI270839v1_alt	25939	26104
chr11_KI270902v1_alt	34568	35141
chr3_KI270784v1_alt	16675	17084
chr1_KI270766v1_alt	90930	91547
chr5_GL949742v1_alt	191143	191319
chr9_GL383540v1_alt	27159	27494
chr22_KI270928v1_alt	116087	117232
chr19_GL949752v1_alt	871521	871636
chr17_KI270908v1_alt	632351	636493
chr6_GL000251v2_alt	4751018	4751675
chr11_KI270829v1_alt	65605	65954
chr3_KI270779v1_alt	32272	32494
chr7_KI270803v1_alt	184295	184640
chr21_GL383579v2_alt	43823	43946
chr6_KI270758v1_alt	32801	33031
chr20_KI270871v1_alt	42196	42537
chr2_KI270772v1_alt	24557	25856
chr20_KI270869v1_alt	5724	5843
chr7_KI270804v1_alt	42750	42895
chr2_KI270774v1_alt	165684	165856
chr1_KI270710v1_random	21700	22780
chr1_KI270892v1_alt	94274	95173
chr21_GL383580v2_alt	59737	60413
chr20_GL383577v2_alt	101351	101602
chr22_KI270739v1_random	71045	71145
chr11_JH159137v1_alt	127522	128293
chr17_KI270858v1_alt	66480	68346
chr2_KI270769v1_alt	113736	114106
chr7_GL383534v2_alt	101724	102174
chr14_KI270723v1_random	4883	5251
chr5_KI270796v1_alt	55095	55653
chr3_KI270934v1_alt	5935	6447
chr21_KI270873v1_alt	101136	101818
chr5_GL383531v1_alt	49692	49753
chr6_GL383533v1_alt	2363	11050
chr9_KI270717v1_random	33441	33700
chr3_GL000221v1_random	66830	68909
chr9_KI270823v1_alt	258206	258376
chr5_KI270791v1_alt	168735	169032
chr20_GL383577v2_alt	15103	16337
chr19_KI270923v1_alt	113245	113341
chr18_KI270864v1_alt	63905	64118
chr21_KI270874v1_alt	5596	5982
chr6_KI270801v1_alt	485403	485739
chr3_KI270783v1_alt	47479	47686
chr22_KI270878v1_alt	10232	10427
chr14_KI270847v1_alt	1321041	1321210
chr19_KI270921v1_alt	114990	115288
chr18	10038718	10038866
chr13_KI270838v1_alt	269840	270365
chr18_GL383570v1_alt	18762	18924
